epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
0,1.027052879333496,1.027052879333496,0.8855531215667725,0.8855531215667725
1,0.9006947875022888,0.9006947875022888,0.6793595552444458,0.6793595552444458
2,0.5675296783447266,0.5675296783447266,0.3115990161895752,0.3115990161895752
3,0.23911385238170624,0.23911385238170624,0.10387834161520004,0.10387834161520004
4,0.15319490432739258,0.15319490432739258,0.11079293489456177,0.11079293489456177
5,0.13501472771167755,0.13501472771167755,0.09925583750009537,0.09925583750009537
6,0.1192980706691742,0.1192980706691742,0.09550496190786362,0.09550496190786362
7,0.11450313776731491,0.11450313776731491,0.08894721418619156,0.08894721418619156
8,0.11111090332269669,0.11111090332269669,0.08740448206663132,0.08740448206663132
9,0.10079079121351242,0.10079079121351242,0.08557964116334915,0.08557964116334915
10,0.09843681752681732,0.09843681752681732,0.08114635944366455,0.08114635944366455
11,0.09774498641490936,0.09774498641490936,0.07833647727966309,0.07833647727966309
12,0.09577654302120209,0.09577654302120209,0.07557817548513412,0.07557817548513412
13,0.09448296576738358,0.09448296576738358,0.07481894642114639,0.07481894642114639
14,0.09157758206129074,0.09157758206129074,0.07294105738401413,0.07294105738401413
15,0.09091915935277939,0.09091915935277939,0.07325442135334015,0.07325442135334015
16,0.09425920248031616,0.09425920248031616,0.07203426212072372,0.07203426212072372
17,0.08901657909154892,0.08901657909154892,0.07252085208892822,0.07252085208892822
18,0.09029393643140793,0.09029393643140793,0.07544713467359543,0.07544713467359543
19,0.09124034643173218,0.09124034643173218,0.0740247592329979,0.0740247592329979
20,0.08984199166297913,0.08984199166297913,0.0700034499168396,0.0700034499168396
21,0.08757398277521133,0.08757398277521133,0.06895498186349869,0.06895498186349869
22,0.08759315311908722,0.08759315311908722,0.06862108409404755,0.06862108409404755
23,0.08789557963609695,0.08789557963609695,0.06894160807132721,0.06894160807132721
24,0.08978188782930374,0.08978188782930374,0.07009828835725784,0.07009828835725784
25,0.09545610845088959,0.09545610845088959,0.079371377825737,0.079371377825737
26,0.08974137157201767,0.08974137157201767,0.07036830484867096,0.07036830484867096
27,0.0871310755610466,0.0871310755610466,0.07070615887641907,0.07070615887641907
28,0.08643336594104767,0.08643336594104767,0.06679283082485199,0.06679283082485199
29,0.08862011879682541,0.08862011879682541,0.06944972276687622,0.06944972276687622
30,0.08742319792509079,0.08742319792509079,0.06601379811763763,0.06601379811763763
31,0.08722154796123505,0.08722154796123505,0.06922826170921326,0.06922826170921326
32,0.0867917463183403,0.0867917463183403,0.06620441377162933,0.06620441377162933
33,0.08600816875696182,0.08600816875696182,0.06539410352706909,0.06539410352706909
34,0.08630545437335968,0.08630545437335968,0.06535793840885162,0.06535793840885162
35,0.0845910832285881,0.0845910832285881,0.0652843788266182,0.0652843788266182
36,0.08576083183288574,0.08576083183288574,0.06436850875616074,0.06436850875616074
37,0.08368351310491562,0.08368351310491562,0.06880205124616623,0.06880205124616623
38,0.0871829241514206,0.0871829241514206,0.07497541606426239,0.07497541606426239
39,0.08445524424314499,0.08445524424314499,0.06698300689458847,0.06698300689458847
40,0.08550707250833511,0.08550707250833511,0.06600216031074524,0.06600216031074524
41,0.08692768216133118,0.08692768216133118,0.06351614743471146,0.06351614743471146
42,0.08390764147043228,0.08390764147043228,0.06602201610803604,0.06602201610803604
43,0.08419396728277206,0.08419396728277206,0.06357946246862411,0.06357946246862411
44,0.08496598899364471,0.08496598899364471,0.06375768780708313,0.06375768780708313
45,0.08466695249080658,0.08466695249080658,0.06286447495222092,0.06286447495222092
46,0.08271991461515427,0.08271991461515427,0.06370233744382858,0.06370233744382858
47,0.08377958834171295,0.08377958834171295,0.07164569944143295,0.07164569944143295
48,0.08438488841056824,0.08438488841056824,0.06441237032413483,0.06441237032413483
49,0.08302320539951324,0.08302320539951324,0.06266305595636368,0.06266305595636368
50,0.0843973234295845,0.0843973234295845,0.06327500194311142,0.06327500194311142
51,0.08453516662120819,0.08453516662120819,0.06568586081266403,0.06568586081266403
52,0.08499415218830109,0.08499415218830109,0.06699764728546143,0.06699764728546143
53,0.08499084413051605,0.08499084413051605,0.07309293746948242,0.07309293746948242
54,0.08624150604009628,0.08624150604009628,0.06237272918224335,0.06237272918224335
55,0.0860413908958435,0.0860413908958435,0.06195280700922012,0.06195280700922012
56,0.08164284378290176,0.08164284378290176,0.06257318705320358,0.06257318705320358
57,0.08356878161430359,0.08356878161430359,0.07203913480043411,0.07203913480043411
58,0.08418633043766022,0.08418633043766022,0.06420376896858215,0.06420376896858215
59,0.08259900659322739,0.08259900659322739,0.06307164579629898,0.06307164579629898
60,0.08470246195793152,0.08470246195793152,0.06396972388029099,0.06396972388029099
61,0.08266337960958481,0.08266337960958481,0.06305640935897827,0.06305640935897827
62,0.08460260182619095,0.08460260182619095,0.061716239899396896,0.061716239899396896
63,0.08239972591400146,0.08239972591400146,0.06137537956237793,0.06137537956237793
64,0.08414948731660843,0.08414948731660843,0.06144307181239128,0.06144307181239128
65,0.08422451466321945,0.08422451466321945,0.06146964803338051,0.06146964803338051
66,0.08114790916442871,0.08114790916442871,0.06099167466163635,0.06099167466163635
67,0.0851653590798378,0.0851653590798378,0.060849495232105255,0.060849495232105255
68,0.08505337685346603,0.08505337685346603,0.06744606047868729,0.06744606047868729
69,0.08805934339761734,0.08805934339761734,0.06868458539247513,0.06868458539247513
70,0.08369511365890503,0.08369511365890503,0.060928065329790115,0.060928065329790115
71,0.08171919733285904,0.08171919733285904,0.06735025346279144,0.06735025346279144
72,0.0819341391324997,0.0819341391324997,0.07221382111310959,0.07221382111310959
73,0.08413705974817276,0.08413705974817276,0.06014786288142204,0.06014786288142204
74,0.08305902779102325,0.08305902779102325,0.06210991367697716,0.06210991367697716
75,0.0816967561841011,0.0816967561841011,0.061041466891765594,0.061041466891765594
76,0.08302509039640427,0.08302509039640427,0.06267255544662476,0.06267255544662476
77,0.08304981887340546,0.08304981887340546,0.0617922805249691,0.0617922805249691
78,0.08302703499794006,0.08302703499794006,0.062419530004262924,0.062419530004262924
79,0.08110972493886948,0.08110972493886948,0.06740987300872803,0.06740987300872803
80,0.0826948806643486,0.0826948806643486,0.06494464725255966,0.06494464725255966
81,0.07971088588237762,0.07971088588237762,0.0615912601351738,0.0615912601351738
82,0.08169908821582794,0.08169908821582794,0.06140026077628136,0.06140026077628136
83,0.08135253936052322,0.08135253936052322,0.06139223650097847,0.06139223650097847
84,0.08123081922531128,0.08123081922531128,0.06015719473361969,0.06015719473361969
85,0.08128562569618225,0.08128562569618225,0.07420506328344345,0.07420506328344345
86,0.08511530607938766,0.08511530607938766,0.06501495838165283,0.06501495838165283
87,0.08057241141796112,0.08057241141796112,0.06343980133533478,0.06343980133533478
88,0.08085892349481583,0.08085892349481583,0.06943421065807343,0.06943421065807343
89,0.08021615445613861,0.08021615445613861,0.05997110530734062,0.05997110530734062
90,0.08037158846855164,0.08037158846855164,0.0596795417368412,0.0596795417368412
91,0.07863706350326538,0.07863706350326538,0.06665787100791931,0.06665787100791931
92,0.07972829043865204,0.07972829043865204,0.06333963572978973,0.06333963572978973
93,0.08077776432037354,0.08077776432037354,0.06377308070659637,0.06377308070659637
94,0.08169174194335938,0.08169174194335938,0.06455613672733307,0.06455613672733307
95,0.08279606699943542,0.08279606699943542,0.06148647889494896,0.06148647889494896
96,0.07831215113401413,0.07831215113401413,0.06060006842017174,0.06060006842017174
97,0.07815340161323547,0.07815340161323547,0.059520673006772995,0.059520673006772995
98,0.08253910392522812,0.08253910392522812,0.06238425150513649,0.06238425150513649
99,0.0853261649608612,0.0853261649608612,0.05914212763309479,0.05914212763309479
100,0.08387217670679092,0.08387217670679092,0.05950026959180832,0.05950026959180832
101,0.08292597532272339,0.08292597532272339,0.0735495388507843,0.0735495388507843
102,0.08124963939189911,0.08124963939189911,0.06160423159599304,0.06160423159599304
103,0.08393906056880951,0.08393906056880951,0.05873218923807144,0.05873218923807144
104,0.08067169040441513,0.08067169040441513,0.05798875913023949,0.05798875913023949
105,0.0792807936668396,0.0792807936668396,0.05721348896622658,0.05721348896622658
106,0.07920727878808975,0.07920727878808975,0.05694391950964928,0.05694391950964928
107,0.07721702754497528,0.07721702754497528,0.056811194866895676,0.056811194866895676
108,0.07991019636392593,0.07991019636392593,0.05756521597504616,0.05756521597504616
109,0.08036724478006363,0.08036724478006363,0.05958450958132744,0.05958450958132744
110,0.07766958326101303,0.07766958326101303,0.057449694722890854,0.057449694722890854
111,0.07463796436786652,0.07463796436786652,0.05886755511164665,0.05886755511164665
112,0.07398807257413864,0.07398807257413864,0.06518412381410599,0.06518412381410599
113,0.07963522523641586,0.07963522523641586,0.0565415695309639,0.0565415695309639
114,0.07426747679710388,0.07426747679710388,0.05706210806965828,0.05706210806965828
115,0.07819303125143051,0.07819303125143051,0.05654730275273323,0.05654730275273323
116,0.07709785550832748,0.07709785550832748,0.05933576077222824,0.05933576077222824
117,0.07547575235366821,0.07547575235366821,0.0609213188290596,0.0609213188290596
118,0.0765872448682785,0.0765872448682785,0.05551121383905411,0.05551121383905411
119,0.07478693872690201,0.07478693872690201,0.057107411324977875,0.057107411324977875
120,0.07455752044916153,0.07455752044916153,0.05501894652843475,0.05501894652843475
121,0.0763104036450386,0.0763104036450386,0.05773105472326279,0.05773105472326279
122,0.07741410285234451,0.07741410285234451,0.05772808939218521,0.05772808939218521
123,0.07511602342128754,0.07511602342128754,0.05614207684993744,0.05614207684993744
124,0.07385273277759552,0.07385273277759552,0.05489456281065941,0.05489456281065941
125,0.07439059019088745,0.07439059019088745,0.05557794123888016,0.05557794123888016
126,0.07577598094940186,0.07577598094940186,0.05809575319290161,0.05809575319290161
127,0.07755979150533676,0.07755979150533676,0.05845160409808159,0.05845160409808159
128,0.0744495689868927,0.0744495689868927,0.05961121246218681,0.05961121246218681
129,0.07555301487445831,0.07555301487445831,0.05501581355929375,0.05501581355929375
130,0.07506410777568817,0.07506410777568817,0.056035131216049194,0.056035131216049194
131,0.07352384179830551,0.07352384179830551,0.05504188314080238,0.05504188314080238
132,0.07375743240118027,0.07375743240118027,0.055928315967321396,0.055928315967321396
133,0.07181812077760696,0.07181812077760696,0.054764747619628906,0.054764747619628906
134,0.07569479197263718,0.07569479197263718,0.054983630776405334,0.054983630776405334
135,0.07493219524621964,0.07493219524621964,0.054512012749910355,0.054512012749910355
136,0.07313317805528641,0.07313317805528641,0.054781731218099594,0.054781731218099594
137,0.07466226071119308,0.07466226071119308,0.05481287091970444,0.05481287091970444
138,0.07268204540014267,0.07268204540014267,0.06127358227968216,0.06127358227968216
139,0.07462950050830841,0.07462950050830841,0.056405164301395416,0.056405164301395416
140,0.07450031489133835,0.07450031489133835,0.05378640815615654,0.05378640815615654
141,0.0760238990187645,0.0760238990187645,0.06275884062051773,0.06275884062051773
