epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
0,2.8355207443237305,2.8355207443237305,3.607645273208618,3.607645273208618
1,2.7701289653778076,2.7701289653778076,3.5126242637634277,3.5126242637634277
2,2.626652240753174,2.626652240753174,3.4210100173950195,3.4210100173950195
3,2.603393077850342,2.603393077850342,3.33392333984375,3.33392333984375
4,2.4505608081817627,2.4505608081817627,3.2510712146759033,3.2510712146759033
5,2.4291508197784424,2.4291508197784424,3.171767234802246,3.171767234802246
6,2.3104069232940674,2.3104069232940674,3.0956759452819824,3.0956759452819824
7,2.3387768268585205,2.3387768268585205,3.0209195613861084,3.0209195613861084
8,2.222398519515991,2.222398519515991,2.944420099258423,2.944420099258423
9,2.1759707927703857,2.1759707927703857,2.868664264678955,2.868664264678955
10,2.152056932449341,2.152056932449341,2.791719436645508,2.791719436645508
11,2.0639684200286865,2.0639684200286865,2.716757297515869,2.716757297515869
12,2.0020031929016113,2.0020031929016113,2.6437246799468994,2.6437246799468994
13,1.9192203283309937,1.9192203283309937,2.57281494140625,2.57281494140625
14,1.876659631729126,1.876659631729126,2.5040695667266846,2.5040695667266846
15,1.8429436683654785,1.8429436683654785,2.437265634536743,2.437265634536743
16,1.779663324356079,1.779663324356079,2.3724205493927,2.3724205493927
17,1.7221475839614868,1.7221475839614868,2.309365749359131,2.309365749359131
18,1.652380108833313,1.652380108833313,2.2477409839630127,2.2477409839630127
19,1.616498351097107,1.616498351097107,2.1880223751068115,2.1880223751068115
20,1.5551750659942627,1.5551750659942627,2.130272626876831,2.130272626876831
21,1.5192431211471558,1.5192431211471558,2.0732569694519043,2.0732569694519043
22,1.4862269163131714,1.4862269163131714,2.015808582305908,2.015808582305908
23,1.4471553564071655,1.4471553564071655,1.9602209329605103,1.9602209329605103
24,1.4208037853240967,1.4208037853240967,1.905693531036377,1.905693531036377
25,1.3462576866149902,1.3462576866149902,1.8516128063201904,1.8516128063201904
26,1.3235902786254883,1.3235902786254883,1.7990092039108276,1.7990092039108276
27,1.2760807275772095,1.2760807275772095,1.7483601570129395,1.7483601570129395
28,1.2030327320098877,1.2030327320098877,1.6988918781280518,1.6988918781280518
29,1.2037334442138672,1.2037334442138672,1.6526515483856201,1.6526515483856201
30,1.1332248449325562,1.1332248449325562,1.6086578369140625,1.6086578369140625
31,1.1293739080429077,1.1293739080429077,1.5666210651397705,1.5666210651397705
32,1.1142430305480957,1.1142430305480957,1.5277270078659058,1.5277270078659058
33,1.06223726272583,1.06223726272583,1.491554856300354,1.491554856300354
34,1.0486416816711426,1.0486416816711426,1.4583691358566284,1.4583691358566284
35,1.020525336265564,1.020525336265564,1.4272857904434204,1.4272857904434204
36,0.9617142677307129,0.9617142677307129,1.3982669115066528,1.3982669115066528
37,0.9670994877815247,0.9670994877815247,1.3716986179351807,1.3716986179351807
38,0.9445479512214661,0.9445479512214661,1.3475030660629272,1.3475030660629272
39,0.9243404269218445,0.9243404269218445,1.3248627185821533,1.3248627185821533
40,0.9146983623504639,0.9146983623504639,1.303269624710083,1.303269624710083
41,0.8723034858703613,0.8723034858703613,1.2826625108718872,1.2826625108718872
42,0.8654186725616455,0.8654186725616455,1.2636867761611938,1.2636867761611938
43,0.867135763168335,0.867135763168335,1.2461636066436768,1.2461636066436768
44,0.857075035572052,0.857075035572052,1.2299610376358032,1.2299610376358032
