epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
0,1.5611631870269775,1.5611631870269775,0.8578004240989685,0.8578004240989685
1,1.4182820320129395,1.4182820320129395,0.8221198320388794,0.8221198320388794
2,1.3429254293441772,1.3429254293441772,0.7904087901115417,0.7904087901115417
3,1.2281312942504883,1.2281312942504883,0.7638455033302307,0.7638455033302307
4,1.12888765335083,1.12888765335083,0.7416355609893799,0.7416355609893799
5,1.039856195449829,1.039856195449829,0.7224995493888855,0.7224995493888855
6,0.9877525568008423,0.9877525568008423,0.7073808908462524,0.7073808908462524
7,0.9067309498786926,0.9067309498786926,0.6953471899032593,0.6953471899032593
8,0.8684220314025879,0.8684220314025879,0.6860519647598267,0.6860519647598267
9,0.8325284123420715,0.8325284123420715,0.679151177406311,0.679151177406311
10,0.7940345406532288,0.7940345406532288,0.6736593842506409,0.6736593842506409
11,0.7631122469902039,0.7631122469902039,0.6688390970230103,0.6688390970230103
12,0.7499386668205261,0.7499386668205261,0.6639776825904846,0.6639776825904846
13,0.7112712860107422,0.7112712860107422,0.6592922210693359,0.6592922210693359
14,0.6935903429985046,0.6935903429985046,0.6551164388656616,0.6551164388656616
15,0.6749842762947083,0.6749842762947083,0.6507889032363892,0.6507889032363892
16,0.6795200109481812,0.6795200109481812,0.6459072828292847,0.6459072828292847
17,0.6550906896591187,0.6550906896591187,0.6407323479652405,0.6407323479652405
18,0.6780441403388977,0.6780441403388977,0.6345807313919067,0.6345807313919067
19,0.6671348810195923,0.6671348810195923,0.6275830268859863,0.6275830268859863
20,0.6607547402381897,0.6607547402381897,0.6199344396591187,0.6199344396591187
21,0.6375104188919067,0.6375104188919067,0.611600935459137,0.611600935459137
22,0.6379201412200928,0.6379201412200928,0.6030229330062866,0.6030229330062866
23,0.619445264339447,0.619445264339447,0.5944198369979858,0.5944198369979858
24,0.6174963116645813,0.6174963116645813,0.5856842398643494,0.5856842398643494
25,0.6074631214141846,0.6074631214141846,0.5768760442733765,0.5768760442733765
26,0.6005225777626038,0.6005225777626038,0.5681162476539612,0.5681162476539612
27,0.585932195186615,0.585932195186615,0.5592518448829651,0.5592518448829651
28,0.5733879804611206,0.5733879804611206,0.5511245131492615,0.5511245131492615
29,0.5715888738632202,0.5715888738632202,0.5436129570007324,0.5436129570007324
30,0.5649293065071106,0.5649293065071106,0.5367162823677063,0.5367162823677063
31,0.5576621890068054,0.5576621890068054,0.5305814743041992,0.5305814743041992
32,0.554029107093811,0.554029107093811,0.5248459577560425,0.5248459577560425
33,0.5457618832588196,0.5457618832588196,0.5194268822669983,0.5194268822669983
34,0.5475796461105347,0.5475796461105347,0.5143954753875732,0.5143954753875732
35,0.5367090702056885,0.5367090702056885,0.5098124146461487,0.5098124146461487
36,0.5272109508514404,0.5272109508514404,0.5055124163627625,0.5055124163627625
37,0.5235805511474609,0.5235805511474609,0.5015751123428345,0.5015751123428345
38,0.5193008780479431,0.5193008780479431,0.49784791469573975,0.49784791469573975
39,0.5273774266242981,0.5273774266242981,0.49411025643348694,0.49411025643348694
40,0.5161847472190857,0.5161847472190857,0.49053898453712463,0.49053898453712463
41,0.5067863464355469,0.5067863464355469,0.4871504306793213,0.4871504306793213
42,0.502443253993988,0.502443253993988,0.48384419083595276,0.48384419083595276
43,0.5003892183303833,0.5003892183303833,0.48065075278282166,0.48065075278282166
44,0.487273633480072,0.487273633480072,0.4774571359157562,0.4774571359157562
45,0.4768189489841461,0.4768189489841461,0.4738371968269348,0.4738371968269348
46,0.4824546277523041,0.4824546277523041,0.47036677598953247,0.47036677598953247
47,0.47623080015182495,0.47623080015182495,0.4670034348964691,0.4670034348964691
48,0.4740157723426819,0.4740157723426819,0.46346068382263184,0.46346068382263184
49,0.4515789747238159,0.4515789747238159,0.4599307179450989,0.4599307179450989
50,0.4631611406803131,0.4631611406803131,0.45628613233566284,0.45628613233566284
51,0.4487907886505127,0.4487907886505127,0.45290282368659973,0.45290282368659973
52,0.446000874042511,0.446000874042511,0.44959568977355957,0.44959568977355957
53,0.44296520948410034,0.44296520948410034,0.44628429412841797,0.44628429412841797
54,0.43543627858161926,0.43543627858161926,0.44298821687698364,0.44298821687698364
55,0.42899656295776367,0.42899656295776367,0.439777135848999,0.439777135848999
56,0.42891716957092285,0.42891716957092285,0.4367809295654297,0.4367809295654297
57,0.4304870665073395,0.4304870665073395,0.433897465467453,0.433897465467453
58,0.42426759004592896,0.42426759004592896,0.4310407340526581,0.4310407340526581
59,0.42050686478614807,0.42050686478614807,0.4283440411090851,0.4283440411090851
60,0.41156262159347534,0.41156262159347534,0.4256671071052551,0.4256671071052551
61,0.421425461769104,0.421425461769104,0.4229169189929962,0.4229169189929962
