epoch,loss,mean_squared_error
0,0.8821436762809753,0.8821436762809753
1,0.7630748152732849,0.7630748152732849
2,0.716986894607544,0.716986894607544
3,0.7049696445465088,0.7049696445465088
4,0.6861046552658081,0.6861046552658081
5,0.6701472997665405,0.6701472997665405
6,0.6190107464790344,0.6190107464790344
7,0.7639901041984558,0.7639901041984558
8,0.651176929473877,0.651176929473877
9,0.5656784772872925,0.5656784772872925
10,0.501615583896637,0.501615583896637
11,0.4361433684825897,0.4361433684825897
12,0.41615965962409973,0.41615965962409973
13,0.3882003724575043,0.3882003724575043
14,0.3770536780357361,0.3770536780357361
15,0.35474538803100586,0.35474538803100586
16,0.32616353034973145,0.32616353034973145
17,0.3155952990055084,0.3155952990055084
18,0.30982547998428345,0.30982547998428345
19,0.3007626533508301,0.3007626533508301
20,0.29172053933143616,0.29172053933143616
21,0.28711700439453125,0.28711700439453125
22,0.28088897466659546,0.28088897466659546
23,0.2957487106323242,0.2957487106323242
24,0.28849905729293823,0.28849905729293823
25,0.2663274109363556,0.2663274109363556
26,0.2650296092033386,0.2650296092033386
27,0.25730276107788086,0.25730276107788086
28,0.2506972551345825,0.2506972551345825
29,0.2660193145275116,0.2660193145275116
30,0.2440767139196396,0.2440767139196396
31,0.239980548620224,0.239980548620224
32,0.24905383586883545,0.24905383586883545
33,0.2323751300573349,0.2323751300573349
34,0.22673094272613525,0.22673094272613525
35,0.22759699821472168,0.22759699821472168
36,0.22055265307426453,0.22055265307426453
37,0.22714196145534515,0.22714196145534515
38,0.22016747295856476,0.22016747295856476
39,0.208473339676857,0.208473339676857
40,0.22364598512649536,0.22364598512649536
41,0.20885460078716278,0.20885460078716278
42,0.20594584941864014,0.20594584941864014
43,0.2029128223657608,0.2029128223657608
44,0.1933029592037201,0.1933029592037201
45,0.24888141453266144,0.24888141453266144
46,0.2447788119316101,0.2447788119316101
47,0.21159695088863373,0.21159695088863373
48,0.19133707880973816,0.19133707880973816
49,0.18285559117794037,0.18285559117794037
50,0.17894023656845093,0.17894023656845093
51,0.18749405443668365,0.18749405443668365
52,0.17319373786449432,0.17319373786449432
53,0.20004889369010925,0.20004889369010925
54,0.17514151334762573,0.17514151334762573
55,0.1686188131570816,0.1686188131570816
56,0.16883617639541626,0.16883617639541626
57,0.16209758818149567,0.16209758818149567
58,0.17661446332931519,0.17661446332931519
59,0.1582208126783371,0.1582208126783371
60,0.160852313041687,0.160852313041687
61,0.16709043085575104,0.16709043085575104
62,0.1552726924419403,0.1552726924419403
63,0.15987856686115265,0.15987856686115265
64,0.14983677864074707,0.14983677864074707
65,0.14502054452896118,0.14502054452896118
66,0.14788958430290222,0.14788958430290222
67,0.14236967265605927,0.14236967265605927
68,0.15223926305770874,0.15223926305770874
69,0.15211667120456696,0.15211667120456696
70,0.1502705067396164,0.1502705067396164
71,0.14756813645362854,0.14756813645362854
72,0.14144280552864075,0.14144280552864075
73,0.13666069507598877,0.13666069507598877
74,0.13696642220020294,0.13696642220020294
75,0.13288313150405884,0.13288313150405884
76,0.1360166370868683,0.1360166370868683
77,0.13433820009231567,0.13433820009231567
78,0.1296914666891098,0.1296914666891098
79,0.18820323050022125,0.18820323050022125
80,0.14955639839172363,0.14955639839172363
81,0.13593299686908722,0.13593299686908722
82,0.13127575814723969,0.13127575814723969
83,0.128409281373024,0.128409281373024
84,0.12945109605789185,0.12945109605789185
85,0.12448570132255554,0.12448570132255554
86,0.12371963262557983,0.12371963262557983
87,0.12168020009994507,0.12168020009994507
88,0.11800660938024521,0.11800660938024521
89,0.11973395943641663,0.11973395943641663
90,0.12249436974525452,0.12249436974525452
91,0.1259981393814087,0.1259981393814087
92,0.12301478534936905,0.12301478534936905
93,0.12622545659542084,0.12622545659542084
94,0.1214490532875061,0.1214490532875061
95,0.12079515308141708,0.12079515308141708
96,0.1230568066239357,0.1230568066239357
97,0.11674333363771439,0.11674333363771439
98,0.11451804637908936,0.11451804637908936
99,0.11972536891698837,0.11972536891698837
100,0.12243498861789703,0.12243498861789703
101,0.11731985211372375,0.11731985211372375
102,0.11149460077285767,0.11149460077285767
103,0.11148427426815033,0.11148427426815033
104,0.1115553230047226,0.1115553230047226
105,0.11209297925233841,0.11209297925233841
106,0.1084214299917221,0.1084214299917221
107,0.1090027242898941,0.1090027242898941
108,0.10641202330589294,0.10641202330589294
109,0.10558349639177322,0.10558349639177322
110,0.10754521191120148,0.10754521191120148
111,0.10700521618127823,0.10700521618127823
112,0.10574662685394287,0.10574662685394287
113,0.1110675260424614,0.1110675260424614
114,0.10824359208345413,0.10824359208345413
115,0.10396431386470795,0.10396431386470795
116,0.10342071950435638,0.10342071950435638
117,0.1036822572350502,0.1036822572350502
118,0.10690579563379288,0.10690579563379288
119,0.10476130247116089,0.10476130247116089
120,0.1015196442604065,0.1015196442604065
121,0.10103441029787064,0.10103441029787064
122,0.10519199073314667,0.10519199073314667
123,0.10391836613416672,0.10391836613416672
124,0.103257916867733,0.103257916867733
125,0.10383819043636322,0.10383819043636322
126,0.10059304535388947,0.10059304535388947
127,0.09951889514923096,0.09951889514923096
128,0.09756985306739807,0.09756985306739807
129,0.09990324079990387,0.09990324079990387
130,0.09536048769950867,0.09536048769950867
131,0.0946812853217125,0.0946812853217125
132,0.10438678413629532,0.10438678413629532
133,0.10050580650568008,0.10050580650568008
134,0.09538456052541733,0.09538456052541733
135,0.09290103614330292,0.09290103614330292
136,0.0938166156411171,0.0938166156411171
137,0.09346773475408554,0.09346773475408554
138,0.09157409518957138,0.09157409518957138
139,0.09337662905454636,0.09337662905454636
140,0.09150179475545883,0.09150179475545883
141,0.09025062620639801,0.09025062620639801
142,0.09087467938661575,0.09087467938661575
143,0.08886174112558365,0.08886174112558365
144,0.08805181831121445,0.08805181831121445
145,0.08888465166091919,0.08888465166091919
146,0.08958891779184341,0.08958891779184341
147,0.09010840952396393,0.09010840952396393
148,0.11289209127426147,0.11289209127426147
149,0.09298533946275711,0.09298533946275711
150,0.09099383652210236,0.09099383652210236
151,0.08577389270067215,0.08577389270067215
152,0.08785796165466309,0.08785796165466309
153,0.08650673925876617,0.08650673925876617
154,0.08328060060739517,0.08328060060739517
155,0.08378319442272186,0.08378319442272186
156,0.0833752229809761,0.0833752229809761
157,0.08519527316093445,0.08519527316093445
158,0.08371911197900772,0.08371911197900772
159,0.08539026975631714,0.08539026975631714
160,0.09079109132289886,0.09079109132289886
161,0.08538462221622467,0.08538462221622467
162,0.08290985226631165,0.08290985226631165
163,0.08267099410295486,0.08267099410295486
164,0.08354227989912033,0.08354227989912033
165,0.08513816446065903,0.08513816446065903
166,0.08371765166521072,0.08371765166521072
167,0.08821942657232285,0.08821942657232285
168,0.08444460481405258,0.08444460481405258
169,0.07994474470615387,0.07994474470615387
170,0.08319581300020218,0.08319581300020218
171,0.0810457244515419,0.0810457244515419
172,0.07956010848283768,0.07956010848283768
173,0.08047021180391312,0.08047021180391312
174,0.0770936980843544,0.0770936980843544
175,0.0772600769996643,0.0772600769996643
176,0.07932034134864807,0.07932034134864807
177,0.07869888842105865,0.07869888842105865
178,0.07811730355024338,0.07811730355024338
179,0.08131739497184753,0.08131739497184753
180,0.07703296840190887,0.07703296840190887
181,0.08639887720346451,0.08639887720346451
182,0.09160852432250977,0.09160852432250977
183,0.0781979039311409,0.0781979039311409
184,0.07821819186210632,0.07821819186210632
185,0.07691185921430588,0.07691185921430588
186,0.07509415596723557,0.07509415596723557
187,0.07409488409757614,0.07409488409757614
188,0.07422799617052078,0.07422799617052078
189,0.07426894456148148,0.07426894456148148
190,0.07372809946537018,0.07372809946537018
191,0.07427475601434708,0.07427475601434708
192,0.07413852959871292,0.07413852959871292
193,0.07267316430807114,0.07267316430807114
194,0.07307751476764679,0.07307751476764679
195,0.07317139953374863,0.07317139953374863
196,0.0740131363272667,0.0740131363272667
197,0.07295102626085281,0.07295102626085281
198,0.07255936414003372,0.07255936414003372
199,0.07404942810535431,0.07404942810535431
200,0.07306741178035736,0.07306741178035736
201,0.07283951342105865,0.07283951342105865
202,0.07232499122619629,0.07232499122619629
203,0.07323040068149567,0.07323040068149567
204,0.07135144621133804,0.07135144621133804
205,0.073276586830616,0.073276586830616
206,0.073533795773983,0.073533795773983
207,0.08155495673418045,0.08155495673418045
208,0.07614759355783463,0.07614759355783463
209,0.07726269960403442,0.07726269960403442
210,0.07318613678216934,0.07318613678216934
211,0.07157090306282043,0.07157090306282043
212,0.07065585255622864,0.07065585255622864
213,0.06873077154159546,0.06873077154159546
214,0.06853023171424866,0.06853023171424866
215,0.07102026790380478,0.07102026790380478
216,0.07700146734714508,0.07700146734714508
217,0.0746174156665802,0.0746174156665802
218,0.06928766518831253,0.06928766518831253
219,0.06849086284637451,0.06849086284637451
220,0.06904451549053192,0.06904451549053192
221,0.07074733823537827,0.07074733823537827
222,0.06813334673643112,0.06813334673643112
223,0.06616675853729248,0.06616675853729248
224,0.07080145925283432,0.07080145925283432
225,0.07192422449588776,0.07192422449588776
226,0.06772183626890182,0.06772183626890182
227,0.06759394705295563,0.06759394705295563
228,0.06953424960374832,0.06953424960374832
229,0.0685315877199173,0.0685315877199173
230,0.06700480729341507,0.06700480729341507
231,0.06602638959884644,0.06602638959884644
232,0.06602680683135986,0.06602680683135986
233,0.06588419526815414,0.06588419526815414
234,0.06639474630355835,0.06639474630355835
235,0.0677875354886055,0.0677875354886055
236,0.06679676473140717,0.06679676473140717
237,0.06454862654209137,0.06454862654209137
238,0.06463143229484558,0.06463143229484558
239,0.06573615968227386,0.06573615968227386
240,0.06859813630580902,0.06859813630580902
241,0.06640371680259705,0.06640371680259705
242,0.06433823704719543,0.06433823704719543
243,0.06345947831869125,0.06345947831869125
244,0.06330497562885284,0.06330497562885284
245,0.06381791830062866,0.06381791830062866
246,0.06254942715167999,0.06254942715167999
247,0.06275992095470428,0.06275992095470428
248,0.06417840719223022,0.06417840719223022
249,0.06682484596967697,0.06682484596967697
250,0.06495286524295807,0.06495286524295807
251,0.06520729511976242,0.06520729511976242
252,0.06387270241975784,0.06387270241975784
253,0.06352774053812027,0.06352774053812027
254,0.06427182257175446,0.06427182257175446
255,0.06499218940734863,0.06499218940734863
256,0.06237148493528366,0.06237148493528366
257,0.060997653752565384,0.060997653752565384
258,0.06129590794444084,0.06129590794444084
259,0.06048891320824623,0.06048891320824623
260,0.06022587791085243,0.06022587791085243
261,0.06022603437304497,0.06022603437304497
262,0.060364846140146255,0.060364846140146255
263,0.05988997593522072,0.05988997593522072
264,0.06035640463232994,0.06035640463232994
265,0.06100858002901077,0.06100858002901077
266,0.061343468725681305,0.061343468725681305
267,0.06044289842247963,0.06044289842247963
268,0.05860304832458496,0.05860304832458496
269,0.05939242243766785,0.05939242243766785
270,0.059082623571157455,0.059082623571157455
271,0.05929490551352501,0.05929490551352501
272,0.05934971198439598,0.05934971198439598
273,0.05837368965148926,0.05837368965148926
274,0.058360978960990906,0.058360978960990906
275,0.05985502153635025,0.05985502153635025
276,0.06007852032780647,0.06007852032780647
277,0.05822797492146492,0.05822797492146492
278,0.05950012803077698,0.05950012803077698
279,0.05901012942194939,0.05901012942194939
280,0.05919766053557396,0.05919766053557396
281,0.05754072591662407,0.05754072591662407
282,0.057396408170461655,0.057396408170461655
283,0.06214812397956848,0.06214812397956848
284,0.06462512165307999,0.06462512165307999
285,0.05874178931117058,0.05874178931117058
286,0.05733606591820717,0.05733606591820717
287,0.05687250569462776,0.05687250569462776
288,0.06012594699859619,0.06012594699859619
289,0.05619075149297714,0.05619075149297714
290,0.056783851236104965,0.056783851236104965
291,0.05567687377333641,0.05567687377333641
292,0.055081937462091446,0.055081937462091446
293,0.05456417426466942,0.05456417426466942
294,0.05420587211847305,0.05420587211847305
295,0.05458203703165054,0.05458203703165054
296,0.05455722287297249,0.05455722287297249
297,0.05429539829492569,0.05429539829492569
298,0.05462178960442543,0.05462178960442543
299,0.05447528883814812,0.05447528883814812
300,0.05284319818019867,0.05284319818019867
301,0.053684644401073456,0.053684644401073456
302,0.058340009301900864,0.058340009301900864
303,0.055484380573034286,0.055484380573034286
304,0.05613049492239952,0.05613049492239952
305,0.05357838049530983,0.05357838049530983
306,0.05529974400997162,0.05529974400997162
307,0.05512267351150513,0.05512267351150513
308,0.057006388902664185,0.057006388902664185
309,0.06380665302276611,0.06380665302276611
310,0.06340040266513824,0.06340040266513824
311,0.055485326796770096,0.055485326796770096
312,0.0540592335164547,0.0540592335164547
313,0.05365174636244774,0.05365174636244774
314,0.05228288099169731,0.05228288099169731
315,0.05146228149533272,0.05146228149533272
316,0.05056142061948776,0.05056142061948776
317,0.05120422691106796,0.05120422691106796
318,0.05149718374013901,0.05149718374013901
319,0.054517749696969986,0.054517749696969986
320,0.0532434917986393,0.0532434917986393
321,0.05195920914411545,0.05195920914411545
322,0.052796270698308945,0.052796270698308945
323,0.05031239613890648,0.05031239613890648
324,0.05007004365324974,0.05007004365324974
325,0.049947820603847504,0.049947820603847504
326,0.049765512347221375,0.049765512347221375
327,0.051951583474874496,0.051951583474874496
328,0.05448373779654503,0.05448373779654503
329,0.05444964021444321,0.05444964021444321
330,0.05523885414004326,0.05523885414004326
331,0.05203200876712799,0.05203200876712799
332,0.04917258024215698,0.04917258024215698
333,0.048412222415208817,0.048412222415208817
334,0.04870543256402016,0.04870543256402016
335,0.04858209192752838,0.04858209192752838
336,0.05222080275416374,0.05222080275416374
337,0.049386296421289444,0.049386296421289444
338,0.04859806224703789,0.04859806224703789
339,0.049963515251874924,0.049963515251874924
340,0.04968438297510147,0.04968438297510147
341,0.048289939761161804,0.048289939761161804
342,0.04793885722756386,0.04793885722756386
343,0.048746414482593536,0.048746414482593536
344,0.04813125357031822,0.04813125357031822
345,0.0470099076628685,0.0470099076628685
346,0.0470154695212841,0.0470154695212841
347,0.049247272312641144,0.049247272312641144
348,0.04838835448026657,0.04838835448026657
349,0.04758268967270851,0.04758268967270851
350,0.04800663888454437,0.04800663888454437
351,0.04701657220721245,0.04701657220721245
