,indicator,hockeyStick,quadratic,VaR_0.8,CVaR_0.8,VaR_0.9,CVaR_0.9,VaR_0.95,CVaR_0.95,VaR_0.99,CVaR_0.99,VaR_0.996,CVaR_0.996
0,0.087,1.5525793732134998,7061.440836146395,39.26128049155216,63.77127258707027,59.49010431154778,78.7459271663124,76.62483237120625,89.88084739807192,98.5724620229168,105.33948547121172,105.09064759929515,110.88818619237522
1,0.0748,1.359905222547704,7094.154219316539,37.27222148329031,60.90274255056717,55.67440228084382,76.09973193054604,72.41770726034895,88.67379231832203,99.03969020816334,110.20237603457053,111.84762692530018,119.27568158977306
2,0.0801,1.4063899005798626,7624.391568145533,35.01972150773918,61.43072072796761,58.15226362111207,77.01166441815332,74.24884925615885,88.57635992833987,97.68325276868671,107.16494221462558,107.31862409904733,114.71376605955261
3,0.075,1.3730804733121795,7552.20956026988,35.4709364893543,60.64718447026427,56.123699188672845,76.25032779381628,72.57359105993208,88.66173237917822,99.66548748400498,108.47146742612946,109.81462288360035,115.21558311781858
4,0.0763,1.4267422740186795,7300.581152908233,35.67798880531819,61.23416311933351,56.673874373712806,76.88438101355867,72.95745677803751,89.69152479749985,99.70997951222273,110.7143147727684,112.04229719865788,119.19018962775051
5,0.07,1.0928272599380258,7344.184168244388,34.108472772928394,58.79593554105552,55.63995714211296,73.22099939327347,70.07977084543688,84.0965173867133,92.1190826412003,99.84830755866462,100.58764609457637,105.41953784600197
6,0.0713,1.067054198084162,7046.788980682661,37.89580988631451,59.85234402013175,56.56174136245323,73.12208575648057,70.33526880796268,83.35865733240186,91.80412373672203,101.599420180353,101.93503164975351,109.41824758702688
7,0.0695,1.080359145970138,7320.14118683218,36.03194718481882,58.945397601550425,55.28578351795443,72.95813402782228,69.28609898300022,83.99651413188539,94.17235394458038,103.35408945824068,103.33817793517477,110.58526540217895
8,0.07,1.2791102069070825,7505.072795319156,34.70428267370181,59.60329842874029,54.876463635280516,74.97775707507023,71.48233529730044,87.50808326012603,97.93645390867277,107.8524610100747,107.92815865469544,114.7890303947692
9,0.0838,1.3996829580255936,7155.783503710204,38.98931665019745,62.8827349797232,59.34940984521586,77.11634047897829,73.36585699175004,88.00917280817717,97.10704465893781,109.11333897669063,111.62010476737038,118.2503717425228
10,0.0836,1.2388112152619783,7574.7401179585595,38.873162741874125,62.040800107553814,59.30429898088755,75.52300422379943,72.70676598898189,85.21889515602416,93.14646124674891,101.12866848076611,101.67316440645953,107.43759794724593
11,0.0785,1.2280781007412027,7388.908049733229,36.591406013762764,60.67308171580947,57.11374447333884,75.07227763431078,72.26204297172916,85.66112924358286,94.56068070319259,102.456117611076,101.99793538338145,108.94115249295615
12,0.06,0.8788693542997827,7431.385795896278,32.65090059421266,55.50572702073976,51.96678647362995,69.77720333687903,66.75515900137373,80.77066565268966,89.154119619764,98.39500572137553,99.12250932693257,105.35520093916196
13,0.0639,1.0582367779885125,7593.830723867005,36.13120188607701,58.7240128893192,54.621596877431216,72.40477682367522,68.72276556178133,83.87716901317536,92.32407562198881,102.53687101759026,101.69169024835975,110.7432104055502
14,0.0698,1.1691515874356393,7425.462255681545,34.921320907502945,59.35147339813296,55.83947477510975,73.9652906137164,70.21037244409786,85.62345841165956,97.65163764490421,106.898564026919,108.04737328668949,113.17262385096676
15,0.0836,1.6112545222461805,7466.714674771619,36.623515528123164,63.05384026575588,58.96665857336228,79.2476748480199,76.46931594086664,91.59775209403611,102.02614745187225,108.78647178626701,110.02304366710479,113.34245998196488
16,0.0699,1.1468655923189148,7342.386162532587,35.70970215939673,59.45822736342808,55.852688267573114,73.7030114945417,70.08459025394012,85.09935704431273,94.90316849999363,104.69899243445569,104.81390539571953,111.6419237682076
17,0.0786,1.4363060459746808,7234.700309088988,37.600276581924845,62.04221996784573,57.81115461623705,77.22017583589972,73.3619943927161,89.42035138394063,100.64424117757784,108.813256210783,109.4504288451742,115.1375145176348
18,0.0717,1.3115881414085873,7970.935189830539,32.90073734188593,59.3023839479522,55.30453137629303,75.40401781664622,72.43116074582633,87.9213150132108,97.59465402526814,104.04821181744545,103.58181445955415,108.92914008216786
19,0.075,1.0941234229691021,7088.909755356531,37.02199817860094,60.117843408048344,56.94175737113102,73.62532563073918,70.54030555541891,83.66627171700992,92.03741195365365,101.16908283607187,102.3940786541371,108.37504080919295
20,0.0767,1.3421662590140184,7279.641837017767,34.20643476365308,60.07881861867767,56.56004109102855,76.10541840280358,72.84207431060241,87.76432086361336,96.75701856785861,106.4078087015568,107.03972954552813,113.11141582251526
21,0.0817,1.3289640723303786,7490.069383483879,37.65033191592215,61.78520080651067,58.50030631385664,76.31335842460473,73.97161369402238,86.9214281100606,95.87552323756188,103.36380777002083,104.41569229758034,109.86602011821319
22,0.0751,1.1050338078908382,7419.353936253752,37.41502573174773,60.21780802062503,57.366791710749965,73.75732052410726,70.57431202468257,83.82833846096945,93.05961860917506,100.74946173028708,101.1428031302313,106.31497926625536
23,0.0731,1.4528129519319883,7417.401585415199,33.31517283596884,60.19311456212752,54.97305188206656,76.85148863240882,73.18422955787514,90.40591330240808,101.95949121417317,110.3664717052285,110.1844778540335,117.09518195399671
24,0.0631,0.940384194168223,7035.996239485056,35.59834763542881,57.62059446503332,53.62226975218391,71.07568163899309,67.7648177545708,81.79322700523416,90.94005861241021,100.38953834717512,101.69105319790526,107.60773589466068
25,0.0805,1.5251855931021365,7141.589048558319,35.51996217403945,61.857391523445244,57.352887621319894,78.1296657685316,75.4152622110924,90.52112829523934,101.23499466647809,109.04826522680959,110.155516155403,114.86978693865923
26,0.0706,1.1260295312749204,7197.982220771284,36.315628771700176,59.20894964728741,55.23135717277228,73.4476869842555,71.30543814761756,84.54805773622974,93.23367546302524,101.27171711388574,102.92366217075818,107.64456352937384
