,indicator,hockeyStick,quadratic,VaR_0.8,CVaR_0.8,VaR_0.9,CVaR_0.9,VaR_0.95,CVaR_0.95,VaR_0.99,CVaR_0.99,VaR_0.996,CVaR_0.996
0,0.1041,0.1853028073239241,62.37494091370212,3.957332313965928,6.1823339938900075,5.828809419970405,7.564401838256962,7.2175884849618726,8.649373437160271,9.526245132465412,10.51572726884032,10.478788310266047,11.382610543889434
1,0.094,0.17548717748705547,60.93634774776142,3.777155776011334,6.046768853697069,5.58913057131371,7.464581350973758,7.071325655413368,8.66096019791019,9.717977091988125,10.819136109023257,10.828089723332361,11.748622620361933
2,0.1003,0.2003344660865541,62.15006488849992,3.7478370004953305,6.183449772106958,5.720176842847415,7.716689317738166,7.3300500544407825,9.000627424919257,10.052866670155474,11.267680770180403,11.22719612633022,12.302345040345232
3,0.1031,0.17203835644436977,61.22195409957692,3.978225785954116,6.134136125558321,5.768783913322629,7.433320831779542,7.087610064910329,8.506600922167136,9.453173790644648,10.4484926461042,10.458576943723408,11.22318466316673
4,0.1036,0.1976802443249097,61.105566225378645,3.8982824742249633,6.24830106232868,5.805071484615603,7.688537050780925,7.297388186996379,8.859492847883912,9.86256176078836,11.071492495407123,11.076631641333499,12.158430449982681
5,0.0945,0.16139644070780867,61.564397410908,3.6872623860324367,5.94970023656718,5.591154934824537,7.324212502435253,6.958040768376797,8.41655797535565,9.327973815490388,10.254996586742488,10.258305972181681,11.051742292273678
6,0.1,0.19140785757998696,64.88651219005511,3.885376236949689,6.178535921585983,5.715123473750957,7.627519071694907,7.2629984716165765,8.849011793186254,9.892400654680152,10.923779656313695,10.948632611383566,11.831767772074082
7,0.0981,0.1944619998469484,62.48568380417803,3.789860766699114,6.177323468952646,5.681536622663536,7.657669538724971,7.289260886927643,8.87775388365064,10.003488101383248,11.033085828688478,11.022041499932804,11.897447792813258
8,0.0965,0.1819489459086938,62.717677031035606,3.7139300213582302,6.073015805487181,5.5990252768076445,7.531020204981241,7.139711584282615,8.75224041160935,9.737160079033622,10.78260963894239,10.84549484387184,11.674189104562384
9,0.0903,0.17456739582019462,63.00730047076079,3.6506713594696905,5.964183107023793,5.494729318042793,7.448071273866115,7.065559126754799,8.71092840052694,9.677460737844505,11.001385307866162,11.007284332384863,12.095930613804594
10,0.1003,0.20611502037003424,63.838902695637906,3.8587436036302663,6.25867234007432,5.724705711412518,7.7744340927322595,7.343439406189411,9.054189373956424,10.10197198137552,11.523785246096375,11.599315248922487,12.633150861506348
11,0.1299,0.21627774136760972,61.487025176133066,3.4972396741284157,6.348562942482641,6.267427311111298,7.777596784870059,7.411394034623974,8.911927289309794,9.755131853707546,11.300272595089483,11.95338596367241,12.267083229765834
