,indicator,hockeyStick,quadratic,VaR_0.8,CVaR_0.8,VaR_0.9,CVaR_0.9,VaR_0.95,CVaR_0.95,VaR_0.99,CVaR_0.99,VaR_0.996,CVaR_0.996
0,0.1226,0.07693394767620669,1.536930029127673,0.48493909076137776,1.2392044152376265,1.1331796633454525,1.7095016022329488,1.4065521968283727,2.160726081378619,2.7563048053878463,3.0107674582075434,3.0577575489375146,3.0652875887629203
1,0.1003,0.06269436065760187,1.3631813990691597,0.38198947474251455,1.095297008747471,0.9701778603700744,1.587236340915245,1.345852044983114,2.00218941607796,2.338552082802585,2.494053438659454,2.5386639582062336,2.5637125288638525
2,0.0982,0.06507474366228398,1.4764756108334722,0.5656874743412548,1.1759846952857356,0.9471265240461202,1.610877887152556,1.563799690969387,1.998292810091013,2.220469988432264,2.3168392543066934,2.3423965361352947,2.3647301584027565
3,0.0961,0.07104335267527102,1.4893380089496726,0.570791863895991,1.1928393836194828,0.9314406136403299,1.6701033242137993,1.6833649496222192,2.1021843975402787,2.5158353096739385,2.67673829281523,2.741913826550508,2.7717419848226656
4,0.1133,0.06337914359438647,1.4522401495170678,0.46874807797084017,1.1569279192897626,1.1095239494138163,1.583984953483136,1.4120729103609686,1.9103111415193637,2.104750250014091,2.5642777931292677,2.6405447483179465,2.7077392505963114
5,0.1105,0.07447471570364073,1.467912858718582,0.37733550128508053,1.19052798162353,1.0680442721812216,1.698980453878848,1.6246549786906006,2.0323088586329274,2.4298858692142566,2.6327851244058516,2.6909082182052915,2.7304976540362143
6,0.1327,0.0683338681499311,1.3221035350728825,0.5290439788911732,1.2300746358767203,1.1211934729278101,1.6186123394578453,1.4326017695168307,1.9607070558883797,2.412310970080942,2.544437209372411,2.5782278590159633,2.6063904543950485
7,0.1173,0.0851888142466059,1.4099741035975706,0.621653397250741,1.3118162416666537,1.0580676685570372,1.8043411885920777,1.674910279416563,2.2994360752880842,2.9244918728957963,3.0090402683652253,3.0464831806121793,3.059219747012566
8,0.1073,0.07392232367919475,1.437361308863237,0.3490455238289272,1.1872684551112176,1.0093747793987227,1.69770772172388,1.5859222554868402,2.1834415300850227,2.6880280639921335,2.8768232348629192,2.9576040203525498,2.9931726142269057
9,0.1239,0.07399271412583378,1.4494793004023523,0.46905274709336187,1.2170701012402048,1.1523093730021885,1.6763582654603442,1.5755757874765708,2.0090207842043224,2.416122995630598,2.5003009938389114,2.5152138865396796,2.5288231771416823
10,0.0921,0.07101197169635046,1.5198240179855764,0.4318774711882476,1.1164695918071093,0.8209238489884552,1.6648442604754707,1.4920008490486376,2.14409709797078,2.5542880319248873,2.7051224582609095,2.742087267782903,2.769483522592413
11,0.1011,0.06946549849782721,1.3755653494290885,0.5730445228915277,1.1972775117662082,0.9677287540777133,1.6548505196036434,1.3912325422445813,2.1587283311312286,2.691304030957873,2.950751777579781,3.008089879877091,3.090059599924459
12,0.1232,0.07437388077782761,1.5066951207267911,0.3766456354953709,1.1918038772966024,1.130102248900926,1.6843204410834003,1.5522877734821487,2.035184168561529,2.5534831359815264,2.8045182441973138,2.8786192826087897,2.8879222387273793
13,0.0818,0.056882881524235145,1.5676387980610027,0.44747329898386656,1.0538775500916329,0.7899282461827246,1.5107156949458467,1.3479593789886373,1.9941746183800115,2.2683343200609,2.51675412208057,2.62455754010134,2.6686142252720395
14,0.1116,0.06907372191748909,1.4743724268482081,0.5505077642906393,1.208107201031196,1.0115198236862217,1.6479509068462612,1.435897631407471,2.116361491872296,2.65579305167052,2.8683981988553344,2.9348801556329494,2.9537646504317863
15,0.1052,0.07476163670659669,1.329414631438137,0.381762056022132,1.1863900503504954,1.0114809282634503,1.706603381988178,1.5588170050117651,2.1255347356839525,2.6318927574796698,2.886823140732299,2.992710918612135,3.019801451064122
16,0.1051,0.06711278754100794,1.5214733366067463,0.4241046958754504,1.1465822135055033,1.00444143615821,1.6302294406015114,1.4845574499930754,2.0536988471201942,2.574609923504825,2.6624442445379244,2.6807406167113808,2.707075204083384
17,0.1142,0.06586751717715333,1.5209463611797958,0.33887638484700044,1.1385637386844212,1.056026566143443,1.6118798562533485,1.4123344882752935,1.975244427598075,2.4314432135346244,2.513143035504909,2.5330538489593364,2.570051909492077
18,0.0856,0.07046103610709885,1.5041938694864463,0.4595609576559134,1.1160899039083467,0.7732385317617085,1.6478381350157505,1.5722218787138904,2.1321284190780685,2.6783796835036933,2.835190613347516,2.854804681468381,2.894547058465831
19,0.0954,0.07096562619277214,1.5254662397605148,0.4905446828577791,1.19018817770969,0.9336742323676486,1.6692007222132692,1.6220840450462735,2.0951237044116673,2.3026713934316527,2.5255390215237097,2.568794083149915,2.6312255658111514
20,0.1037,0.07265737365610343,1.4467272977429737,0.41410448033068903,1.1694987791148785,1.0127061590469557,1.6858306070288773,1.680577908205347,2.003844593190514,2.1776609465552106,2.4458471464257623,2.5180172487785715,2.5701798269724936
21,0.126,0.05639073983686278,1.3360532121479596,0.46695540378579903,1.126622505753692,1.124671486681987,1.5028116542786032,1.3558134405372124,1.7627967111206782,1.9754507691213554,2.244537401947401,2.3234525073612233,2.3987271593011528
22,0.1187,0.08659636749367257,1.4058979929952256,0.4633453004181094,1.284115708213374,1.154417310861604,1.808406171485568,1.7349578869511713,2.191756092094804,2.6197250982861013,2.801413773529401,2.830433046789291,2.8409737306831175
23,0.1103,0.0698547195590187,1.3667507708702737,0.5613731447698251,1.2064543872307671,1.015718473675177,1.6560131883980367,1.444314581823912,2.1064452780153067,2.3986849650007347,2.7099575920999226,2.81369644544121,2.880127648357418
24,0.1186,0.09693768257582228,1.4643442956136248,0.5117044488956735,1.3486953489904867,1.1590608069503863,1.9143885330445312,1.8092239250151856,2.323555315574513,2.789147887528823,2.9104375260843427,2.9274339514877115,2.979766308116044
25,0.1242,0.07647927946113502,1.475387137484537,0.4440535345307435,1.2344006971801769,1.0892073337176367,1.7098584686822358,1.5242054681196513,2.1323799820907805,2.6111638119123337,2.741446455762183,2.753324547595841,2.8135779208063436
26,0.0953,0.05499982486857286,1.4215838591286258,0.4493380354059715,1.0828817265975257,0.9141494659131304,1.5093139078253845,1.468611220917814,1.8328479815533218,2.027715676282432,2.324283025765592,2.394281235302136,2.4511429711621515
27,0.1121,0.09521793247664798,1.5413600048253704,0.40595396603342326,1.2916417925156003,1.1319910059696703,1.9035001899842299,1.8673790433069604,2.3251584934718768,2.64281444909058,2.7161395816814617,2.7297214121147095,2.750018723370836
28,0.1174,0.07019658058323792,1.416612146455872,0.5171623398131935,1.2127791342044516,1.0460806352121286,1.6543327198447815,1.3239737172797748,2.144258012188076,2.795136062219801,2.9531921839140387,2.980392081519126,2.983958828589622
29,0.1034,0.06889216559077598,1.5236838337864302,0.39549074224122993,1.1457058748635525,0.9866444039784126,1.6487430695517875,1.4960564301571573,2.035951313352006,2.3468604707577962,2.595670913774099,2.689668921897115,2.722041686105597
30,0.1117,0.05253541334131355,1.4653095068001631,0.4866319408692661,1.1155002381066474,1.0210156064579068,1.4823275443418307,1.2437334836429232,1.840144782851987,2.262521076936789,2.565053226865963,2.644907762741111,2.691464625695231
31,0.1004,0.08060060461804824,1.3753262124751613,0.487966950753445,1.2152545564241604,0.9634561304656151,1.7661237173916275,1.7545222859718366,2.1978058709829114,2.638497706928322,2.8801032450619752,2.944367992762836,2.9866219659257243
32,0.1187,0.07992112484543282,1.450009061511301,0.5453082539628689,1.2738652912826303,1.066538432692691,1.749782910684996,1.5862870184214142,2.1966781373630413,2.5927643020786966,2.657004811263396,2.678423364416587,2.695878358647636
33,0.0905,0.07020436981412495,1.5374201895078776,0.5082850292513381,1.1911775405327543,0.9088619201262143,1.659468387854736,1.683097440876355,2.1493794605899015,2.3433112149933786,2.6326440004467613,2.7425162053381493,2.778635032017603
34,0.0816,0.06034896410848,1.3123539929440986,0.42830794191867927,1.0591851760371593,0.7795987480475137,1.5418803187000512,1.5728781753352727,1.943259829256947,2.175268427878399,2.477505535431065,2.559435371526277,2.5851126132076834
35,0.1022,0.06386419404571186,1.413602510695591,0.5828155646982633,1.1916102217940787,0.9710541927639333,1.598841962779095,1.376417452227333,2.0675624310840406,2.421372462030256,2.7309610071623327,2.818362393108041,2.8494551459030557
36,0.1057,0.07826034522133546,1.559125755176116,0.38267455812105045,1.1655822465792003,1.0879931932171227,1.7393011371639089,1.570224947128204,2.0972418852335553,2.6045728873101295,2.6827491984106584,2.7120826654739765,2.721657550984992
37,0.1114,0.062134404989412896,1.2857785327053226,0.5207791567270545,1.1545985266738001,1.0891510253982535,1.57440715664494,1.5862612206235696,1.832215452233164,2.0418079158077314,2.279072017541057,2.3293792305322256,2.3495599832465315
38,0.1034,0.06326233104962299,1.3574312926939411,0.486488474727806,1.1245423921666462,1.0126433056193767,1.5920645408325256,1.4803389660302995,1.9482337411426505,2.340335728199496,2.4371044701447766,2.4545740237611455,2.490245971843841
39,0.1134,0.05845217371939024,1.4299650937409356,0.563597508116251,1.1667671109744056,1.0285996587091466,1.5399920236170144,1.3431017759081105,1.923590295365054,2.399563688245719,2.540651288682874,2.5727864099851723,2.606515096701258
40,0.0993,0.059527676531602125,1.4351097554685381,0.4681574943939948,1.0960824709027948,0.955375790374279,1.5555916950878266,1.3601494440445099,2.0287394267144045,2.401995095180282,2.5465455230306775,2.592846602910245,2.6159102996024264
41,0.0946,0.06520301495717641,1.3848038084039473,0.4172251215843277,1.111517009312011,0.8995402391508263,1.6105832647413176,1.4747875558047387,2.0710794010517244,2.4751400598254936,2.751212569424714,2.8134126368644155,2.902906326696422
42,0.116,0.0787095186729063,1.4123762800616368,0.4803647696602358,1.2430293673700727,1.0949940288608322,1.7365991945586379,1.5518270356798762,2.100898189031506,2.6656379939402686,2.767190930979897,2.805302046397969,2.8177430820027074
43,0.1152,0.07445768453825079,1.3627386469820164,0.5130252690256034,1.2169975098504184,1.0758057157597678,1.6966450826928705,1.4780993578923227,2.1168299310522256,2.5095254171120724,2.779212341918044,2.854039975470126,2.935307283893733
44,0.1031,0.06385061576782763,1.5097605023200409,0.47877302976975855,1.1488565528983368,0.9918592538237405,1.5983145697431693,1.436763966629791,1.9907197974371609,2.3637163723906913,2.566670717427043,2.6503884717119517,2.676555463331771
45,0.1,0.06374417198648091,1.4354121062410874,0.3976779140403588,1.120847270345499,0.9592074088527696,1.5977313041786243,1.4429806355472867,1.9935199812917206,2.6294175644998647,2.9157781364387083,2.9761049411224585,3.001818453886662
46,0.1191,0.07409372321491083,1.4279921275958856,0.5341429126517747,1.2374139400490312,1.0905952729394364,1.6871473686824112,1.5701465794569325,2.0717517828438416,2.4119551171110998,2.577611485106784,2.6285316321417547,2.656166528692844
47,0.1057,0.05771740841288701,1.5954403634265286,0.3106624080540126,1.080881600938247,0.9935425573011774,1.5366845015185238,1.4278572240306224,1.8874635456775237,2.244969362359955,2.5238356886235347,2.591193612692207,2.608545838131225
48,0.1048,0.06962526381234957,1.4192025911405723,0.5076118176448636,1.1886948160264863,0.9896813323967288,1.6559064696595727,1.5226353118823295,2.059686102384604,2.4566841931269767,2.7041926311379347,2.7505410083817923,2.8753741284399332
49,0.1301,0.06429861059064493,1.4588781558253208,0.602145318670396,1.2132178876848732,1.129575005692721,1.5772551180362007,1.3890319880281954,1.903629051733957,2.3658963450386503,2.5328347248784913,2.5593925167342326,2.5804661469019146
50,0.0966,0.0635860747790246,1.4539451086638568,0.41760781625756405,1.1035966604486045,0.930383759573381,1.595553374812173,1.5586469750832777,1.9374715728909304,2.390429165073123,2.624553338425892,2.693739149779661,2.7170882208961027
51,0.0792,0.06916877698977043,1.3945934889320826,0.3964253877347348,1.105089138270782,0.8266673432582037,1.6353266005021083,1.5332392796449783,2.1628361087174994,2.6177595801552984,2.893933879566791,2.978660212718811,2.985330418935239
52,0.1212,0.0839217655322782,1.3821066113125453,0.41555149433400373,1.2416978374404306,1.2582304954195562,1.762234734980009,1.6618433289217243,2.0790293845307994,2.360419165747412,2.486759412391577,2.5287634028355477,2.5561663234367047
53,0.1233,0.08932664024347463,1.3198778423079105,0.4975933241777222,1.3067152897765395,1.2940095568863845,1.8069261397582892,1.57673697055604,2.171045057625029,2.8518721064836634,3.0116945984088073,3.064218817423697,3.077052040414948
54,0.0898,0.07189291904574287,1.3891365426167646,0.5122281674391136,1.1842876012006918,0.9140222126050306,1.6768463172314818,1.5260296633243349,2.2409666527926304,2.705418644209398,2.848997172707015,2.896444877362246,2.9084103637552428
