,indicator,hockeyStick,quadratic,VaR_0.8,CVaR_0.8,VaR_0.9,CVaR_0.9,VaR_0.95,CVaR_0.95,VaR_0.99,CVaR_0.99,VaR_0.996,CVaR_0.996
True Value,0.1,0.6707119837956831,697.1764437851929,11.882317552125272,20.063654553519807,18.47327581764742,25.18038894849112,23.73430234741214,29.472732335101057,33.12866206073592,37.48325763271147,37.36779203374023,41.24781194508679
