,indicator,hockeyStick,quadratic,VaR_0.8,CVaR_0.8,VaR_0.9,CVaR_0.9,VaR_0.95,CVaR_0.95,VaR_0.99,CVaR_0.99,VaR_0.996,CVaR_0.996
True Value,0.1,6.337427453701772,54526.81956389969,111.44678372335659,188.26609644277698,173.16290213100513,236.53711329381167,223.0657964259879,277.0587713264185,311.8480636679024,351.2312346715842,351.16447683437093,384.3599912235039
